id,projeto_id,data_venda,valor_final_brl,quantidade_vendida,vendedor_id,regiao,cota_meta_vendas_id
26530,26530,2024-04-27,93112.64,16,104,Sudeste,1
26531,26531,2024-03-17,65703.96,162,107,Sudeste,1
26532,26532,2024-03-27,89322.64,88,106,Sudeste,1
26533,26533,2025-05-13,47269.6,4,107,Norte,1
26534,26534,2024-09-11,47952.08,88,110,Nordeste,1
26535,26535,2024-09-21,70500.5,10,103,Norte,1
26536,26536,2024-05-10,89011.73,29,103,Nordeste,1
26537,26537,2024-02-26,107894.22,37,103,Nordeste,1
26539,26539,2024-08-15,143661.21,33,101,Sul,1
26540,26540,2024-07-30,86499.15,15,106,Sul,1
26541,26541,2024-09-29,224235.27,17,103,Norte,1
26542,26542,2024-04-22,17951.36,4,102,Sul,1
26543,26543,2024-06-15,131615.5,25,109,Sul,1
26545,26545,2024-09-23,26587.92,6,106,Sudeste,1
26546,26546,2025-06-27,53590.6,10,103,Sudeste,1
26547,26547,2025-03-23,82911.55,23,109,Nordeste,1
26548,26548,2025-05-14,202887.48,29,103,Norte,1
26549,26549,2025-04-18,90995.32,52,105,Sul,1
26550,26550,2025-04-13,61022.28,44,102,Norte,1
26551,26551,2024-05-07,72519.12,24,105,Centro-Oeste,1
26552,26552,2024-04-16,52593.94,7,106,Sul,1
26553,26553,2024-01-23,157005.45,21,101,Sudeste,1
26554,26554,2025-05-01,5264.13,1,109,Norte,1
26555,26555,2024-03-26,64521.86,13,110,Centro-Oeste,1
26556,26556,2025-02-12,52031.16,108,109,Norte,1
26557,26557,2025-03-24,69928.38,18,106,Sudeste,1
26558,26558,2024-10-21,122637.9,22,102,Nordeste,1
26559,26559,2025-02-11,102616.02,26,105,Sul,1
26560,26560,2025-03-14,114400.8,40,103,Norte,1
26561,26561,2024-11-10,84238.78,31,105,Nordeste,1
26562,26562,2025-03-30,240889.5,25,110,Norte,1
26563,26563,2025-04-23,68540.8,8,110,Sul,1
26564,26564,2024-12-23,62892.96,16,102,Sudeste,1
26565,26565,2024-04-09,57131.88,13,103,Sul,1
26566,26566,2024-09-13,75459.87,9,102,Norte,1
26567,26567,2024-05-23,106369.68,24,110,Centro-Oeste,1
26568,26568,2025-05-19,96708.26,22,105,Norte,1
26569,26569,2024-11-21,89886.86,14,104,Norte,1
26570,26570,2024-03-30,68931.72,99,108,Norte,1
26571,26571,2024-09-30,44260.83,9,102,Norte,1
26572,26572,2025-03-28,91383.48,36,105,Sul,1
26573,26573,2024-05-04,48305.16,17,102,Centro-Oeste,1
26574,26574,2025-06-22,88956.12,22,102,Norte,1
26575,26575,2025-02-08,150703.98,51,102,Norte,1
26576,26576,2024-10-29,145818.92,13,110,Norte,1
26577,26577,2024-10-21,242647.12,34,106,Centro-Oeste,1
26578,26578,2024-12-28,124857.95,35,103,Sudeste,1
26579,26579,2025-04-13,100418.22,18,105,Sul,1
26580,26580,2025-07-11,91715.26,98,104,Sudeste,1
26581,26581,2025-01-27,54838.67,23,108,Norte,1
26582,26582,2024-02-01,60258.15,9,106,Sudeste,1
26583,26583,2025-01-08,99173.7,115,106,Norte,1
26584,26584,2025-05-13,27761.04,9,102,Centro-Oeste,1
26585,26585,2025-06-02,34278.48,6,102,Norte,1
26587,26587,2024-06-08,92560.38,33,103,Nordeste,1
26589,26589,2024-09-28,70090.15,17,109,Centro-Oeste,1
26590,26590,2024-10-31,83704.78,82,109,Sudeste,1
26591,26591,2024-08-18,105312.11,17,101,Nordeste,1
26593,26593,2024-05-31,60358.55,7,101,Nordeste,1
26594,26594,2024-12-29,64165.71,21,106,Centro-Oeste,1
26595,26595,2024-07-08,27267.69,3,104,Centro-Oeste,1
26597,26597,2024-01-27,36196.68,156,102,Nordeste,1
26598,26598,2024-05-01,87511.41,9,101,Norte,1
26599,26599,2025-04-08,40328.99,13,104,Sudeste,1
26600,26600,2024-09-10,95814.96,24,103,Centro-Oeste,1
26603,26603,2025-01-12,41800.08,28,107,Sudeste,1
26604,26604,2024-08-03,54913.41,27,101,Nordeste,1
26605,26605,2025-06-20,7673.15,1,103,Sudeste,1
26606,26606,2025-01-12,117314.28,34,107,Sul,1
26608,26608,2025-02-04,131664.52,26,106,Norte,1
26609,26609,2025-06-26,120633.87,17,104,Sul,1
26610,26610,2024-02-23,70441.17,19,106,Centro-Oeste,1
26611,26611,2024-12-05,78345.44,16,104,Centro-Oeste,1
26612,26612,2024-06-07,69895.4,20,104,Norte,1
26613,26613,2024-06-30,35147.53,209,105,Centro-Oeste,1
26614,26614,2024-04-04,149003.2,46,108,Norte,1
26615,26615,2024-12-03,68222.22,66,102,Nordeste,1
26616,26616,2025-02-13,114454.82,43,101,Sudeste,1
26617,26617,2024-08-14,82953.52,8,107,Nordeste,1
26618,26618,2024-12-04,47779.74,9,107,Sudeste,1
26619,26619,2025-06-06,77138.24,8,103,Sul,1
26620,26620,2024-12-27,69975.9,18,104,Centro-Oeste,1
26621,26621,2024-10-31,49013.72,7,106,Centro-Oeste,1
26622,26622,2024-10-11,61405.89,13,105,Nordeste,1
26623,26623,2025-02-13,44472.96,8,108,Nordeste,1
26624,26624,2024-07-06,16753.65,3,101,Centro-Oeste,1
26625,26625,2024-09-26,140649.6,26,101,Nordeste,1
26626,26626,2024-06-14,51960.96,16,103,Sul,1
26627,26627,2024-08-03,39143.2,10,105,Centro-Oeste,1
26628,26628,2025-05-14,45908.49,177,109,Centro-Oeste,1
26629,26629,2024-04-24,37198.56,7,107,Sul,1
26630,26630,2024-02-13,5228.28,1,102,Sudeste,1
26631,26631,2024-02-27,74074.82,94,110,Sul,1
26632,26632,2024-07-13,15943.44,3,110,Sul,1
26633,26633,2024-02-23,215193.75,25,102,Centro-Oeste,1
26634,26634,2024-08-08,62231.59,61,103,Norte,1
26635,26635,2024-12-12,48413.42,22,108,Norte,1
26636,26636,2024-05-17,72390.0,60,105,Centro-Oeste,1
26637,26637,2024-11-04,80328.3,30,107,Norte,1
26638,26638,2025-05-17,77647.52,16,110,Nordeste,1
26639,26639,2025-04-11,59316.0,30,104,Sudeste,1
26640,26640,2025-05-16,114804.9,21,104,Norte,1
26641,26641,2024-02-23,73059.3,27,109,Centro-Oeste,1
26642,26642,2024-08-12,83095.95,15,106,Sul,1
26643,26643,2024-08-11,42917.7,15,105,Sudeste,1
26644,26644,2024-03-15,63903.06,18,108,Sudeste,1
26645,26645,2024-02-02,4489.35,1,104,Sudeste,1
26646,26646,2024-03-18,13624.89,3,105,Centro-Oeste,1
26647,26647,2024-05-31,78825.76,8,106,Sul,1
26649,26649,2025-05-05,127644.48,23,109,Centro-Oeste,1
26650,26650,2025-06-05,155317.95,45,103,Centro-Oeste,1
26651,26651,2025-06-22,100096.25,25,108,Centro-Oeste,1
26652,26652,2024-10-23,5218.14,1,102,Sul,1
26653,26653,2025-02-20,88857.78,31,103,Centro-Oeste,1
26654,26654,2024-06-19,41402.76,161,103,Nordeste,1
26655,26655,2025-06-18,74645.58,46,109,Sul,1
26656,26656,2025-01-21,132996.16,22,106,Nordeste,1
26657,26657,2024-05-15,78951.25,25,109,Centro-Oeste,1
26658,26658,2025-01-09,106948.38,42,110,Nordeste,1
26659,26659,2025-01-15,76996.08,14,107,Norte,1
26660,26660,2025-05-14,41385.92,32,104,Sul,1
26661,26661,2024-05-25,21868.6,5,103,Sul,1
26662,26662,2024-06-20,105366.15,15,103,Nordeste,1
26663,26663,2024-08-05,50083.02,17,107,Norte,1
26664,26664,2025-01-08,79056.8,85,107,Sudeste,1
26665,26665,2024-06-11,15121.35,5,109,Sudeste,1
26666,26666,2024-11-12,76286.14,19,106,Sul,1
26667,26667,2024-10-21,65835.36,144,103,Sul,1
26668,26668,2024-09-04,67703.5,86,106,Sul,1
26669,26669,2024-09-08,89021.4,12,101,Norte,1
26670,26670,2024-03-10,59848.69,11,106,Sul,1
26671,26671,2025-01-28,75026.6,20,109,Nordeste,1
26672,26672,2024-06-02,58358.08,118,105,Sudeste,1
26673,26673,2024-08-07,150945.84,24,103,Nordeste,1
26674,26674,2024-09-14,39898.53,7,106,Centro-Oeste,1
26675,26675,2024-09-19,52467.66,18,102,Norte,1
26676,26676,2024-01-26,67832.16,12,107,Sudeste,1
26678,26678,2025-04-04,37775.6,40,105,Sudeste,1
26679,26679,2024-03-15,65477.76,24,107,Norte,1
26680,26680,2025-01-11,76488.3,171,105,Nordeste,1
26681,26681,2024-09-04,106178.1,35,106,Centro-Oeste,1
26682,26682,2024-09-22,58831.35,15,105,Centro-Oeste,1
26683,26683,2024-07-08,111200.74,17,105,Sul,1
26685,26685,2025-06-25,44479.84,16,102,Norte,1
26686,26686,2025-05-12,56565.44,8,101,Sul,1
26687,26687,2024-03-26,53472.43,101,106,Norte,1
26688,26688,2024-08-01,101057.58,18,105,Sudeste,1
26690,26690,2024-10-19,40550.37,7,103,Norte,1
26691,26691,2024-06-01,129535.14,14,101,Sul,1
26694,26694,2024-04-10,105254.5,25,110,Centro-Oeste,1
26695,26695,2024-10-24,101551.95,15,110,Centro-Oeste,1
26696,26696,2024-09-09,98298.4,20,104,Centro-Oeste,1
26698,26698,2025-05-02,56603.65,29,106,Centro-Oeste,1
26700,26700,2024-11-29,87620.89,29,108,Nordeste,1
26702,26702,2024-05-04,58420.56,12,107,Nordeste,1
26703,26703,2024-03-08,45554.88,96,102,Centro-Oeste,1
26704,26704,2024-08-28,84069.44,56,104,Sul,1
26705,26705,2024-11-03,50333.32,71,107,Sul,1
26707,26707,2024-08-26,61464.48,168,108,Nordeste,1
26708,26708,2024-01-30,111091.84,32,104,Nordeste,1
26709,26709,2024-07-10,74751.04,32,105,Centro-Oeste,1
26710,26710,2024-11-21,89625.72,118,109,Sul,1
26711,26711,2024-11-23,62398.42,7,105,Sudeste,1
26712,26712,2024-12-21,94287.83,91,108,Centro-Oeste,1
26713,26713,2024-08-20,151317.4,20,107,Sudeste,1
26716,26716,2024-12-03,91341.18,18,103,Sul,1
26717,26717,2024-09-21,54124.05,15,104,Sudeste,1
26718,26718,2024-03-12,113786.25,25,107,Norte,1
26719,26719,2025-03-04,45206.1,18,110,Nordeste,1
26720,26720,2025-05-01,167823.96,19,109,Nordeste,1
26721,26721,2024-04-17,18231.24,6,105,Norte,1
26722,26722,2024-05-26,62039.25,75,110,Sudeste,1
26723,26723,2024-11-13,50738.64,24,106,Sudeste,1
26724,26724,2025-02-03,173351.64,44,102,Centro-Oeste,1
26725,26725,2024-06-09,103616.31,21,104,Sul,1
26726,26726,2024-10-02,149891.07,21,108,Centro-Oeste,1
26727,26727,2024-09-29,52318.56,12,106,Centro-Oeste,1
26728,26728,2024-10-12,76094.1,9,106,Sul,1
26729,26729,2024-09-11,102543.05,41,101,Norte,1
26730,26730,2024-03-13,32288.5,10,110,Norte,1
26731,26731,2025-05-01,65742.82,22,108,Nordeste,1
26732,26732,2024-12-24,143152.32,32,108,Norte,1
26733,26733,2025-05-15,162105.75,25,106,Norte,1
26734,26734,2025-03-04,59902.05,17,105,Centro-Oeste,1
26735,26735,2025-02-18,44135.82,9,107,Sudeste,1
26736,26736,2024-05-15,64082.88,108,105,Sul,1
26737,26737,2024-05-03,56527.83,167,101,Centro-Oeste,1
26738,26738,2024-04-22,39133.9,65,103,Centro-Oeste,1
26739,26739,2024-09-08,77686.56,24,108,Norte,1
26740,26740,2025-01-09,55353.48,39,104,Sudeste,1
26741,26741,2024-03-30,62783.33,23,103,Norte,1
26742,26742,2025-05-12,58998.6,146,103,Sul,1
26743,26743,2024-08-15,107616.6,18,107,Norte,1
26744,26744,2024-08-22,31086.0,9,104,Sudeste,1
26746,26746,2025-03-09,134487.0,17,101,Nordeste,1
26747,26747,2024-08-30,83236.2,15,102,Sudeste,1
26748,26748,2024-12-27,87840.9,30,102,Norte,1
26749,26749,2024-12-11,71156.29,97,102,Nordeste,1
26750,26750,2025-06-03,123433.5,30,107,Norte,1
26751,26751,2025-06-30,24816.24,6,102,Sul,1
26752,26752,2025-05-13,45491.68,13,103,Norte,1
26753,26753,2024-04-18,24439.4,4,107,Nordeste,1
26754,26754,2024-02-13,130576.0,32,110,Norte,1
26755,26755,2025-03-23,119389.62,21,109,Centro-Oeste,1
26756,26756,2024-08-05,31537.4,10,108,Norte,1
26757,26757,2024-12-25,71509.2,7,105,Sudeste,1
26758,26758,2024-11-06,132774.0,20,110,Nordeste,1
26760,26760,2024-04-10,51383.04,96,106,Centro-Oeste,1
26761,26761,2025-03-08,151624.51,23,102,Sudeste,1
26762,26762,2025-06-11,101005.67,17,108,Sul,1
26763,26763,2025-01-08,108854.11,29,110,Norte,1
26764,26764,2025-01-09,80874.14,41,107,Norte,1
26765,26765,2024-10-07,27419.88,3,109,Nordeste,1
26766,26766,2024-02-16,8129.35,1,108,Norte,1
26767,26767,2024-01-24,88903.23,111,108,Norte,1
26768,26768,2024-06-22,36780.54,3,108,Norte,1
26769,26769,2024-10-02,38924.73,9,108,Nordeste,1
26770,26770,2024-06-26,77751.24,21,103,Sudeste,1
26771,26771,2025-05-05,51288.6,22,104,Centro-Oeste,1
26772,26772,2024-07-24,54574.08,19,107,Centro-Oeste,1
26774,26774,2024-05-16,212657.87,29,105,Centro-Oeste,1
26775,26775,2024-09-08,75870.48,28,108,Nordeste,1
26776,26776,2025-05-15,70101.74,178,105,Sudeste,1
26777,26777,2025-06-12,8377.05,3,107,Sudeste,1
26778,26778,2024-06-22,9724.53,1,110,Norte,1
26779,26779,2024-11-11,50239.61,19,110,Centro-Oeste,1
26780,26780,2024-06-14,106998.45,39,108,Centro-Oeste,1
26781,26781,2024-04-19,149149.56,28,101,Sul,1
26782,26782,2024-01-25,21300.3,6,110,Norte,1
26783,26783,2025-04-18,16335.62,2,101,Nordeste,1
26786,26786,2025-04-25,98855.38,26,105,Centro-Oeste,1
26787,26787,2025-05-11,9093.17,1,101,Nordeste,1
26788,26788,2025-06-04,74899.62,54,105,Nordeste,1
26790,26790,2025-01-28,69782.72,56,106,Sul,1
26791,26791,2024-10-24,27562.68,9,110,Centro-Oeste,1
26792,26792,2024-03-17,20433.1,5,104,Norte,1
26793,26793,2025-04-08,4863.75,1,108,Centro-Oeste,1
26794,26794,2024-08-27,10452.14,2,105,Norte,1
26795,26795,2025-05-31,99850.83,97,109,Centro-Oeste,1
26796,26796,2024-09-14,84109.77,101,107,Nordeste,1
26797,26797,2024-09-22,58318.11,69,109,Centro-Oeste,1
26798,26798,2025-06-25,131169.36,14,108,Sudeste,1
26799,26799,2024-07-11,44621.92,7,108,Sudeste,1
26800,26800,2025-03-06,69579.19,31,108,Nordeste,1
26801,26801,2024-03-24,69107.64,147,101,Norte,1
26802,26802,2024-05-25,35840.7,7,105,Norte,1
26803,26803,2024-10-16,27866.8,299,104,Norte,1
26804,26804,2025-02-12,59031.14,17,101,Norte,1
26805,26805,2025-01-14,74343.04,34,109,Centro-Oeste,1
26806,26806,2025-04-18,96728.28,12,102,Sul,1
26807,26807,2024-11-15,63169.92,88,108,Nordeste,1
26808,26808,2025-06-28,101408.4,85,109,Centro-Oeste,1
26809,26809,2024-09-01,123765.03,27,101,Centro-Oeste,1
26810,26810,2024-01-31,40454.6,20,102,Centro-Oeste,1
26811,26811,2025-04-21,81156.18,42,110,Sudeste,1
26812,26812,2024-03-13,14680.16,4,101,Centro-Oeste,1
26813,26813,2024-09-09,3551.09,1,101,Sudeste,1
26814,26814,2024-10-29,65184.0,15,105,Sul,1
26815,26815,2024-01-26,95244.03,21,104,Nordeste,1
26816,26816,2024-08-14,128110.32,36,104,Sudeste,1
26817,26817,2025-03-31,128358.0,24,107,Sul,1
26818,26818,2024-10-08,159883.46,22,106,Nordeste,1
26819,26819,2025-03-17,64687.21,133,108,Sudeste,1
26820,26820,2024-12-21,103016.82,86,103,Sul,1
26821,26821,2024-07-11,72318.35,155,104,Sul,1
26822,26822,2025-01-15,73607.68,32,101,Sudeste,1
26823,26823,2025-07-10,123661.08,18,106,Centro-Oeste,1
26824,26824,2024-02-16,31735.32,12,103,Sul,1
26826,26826,2024-01-29,98389.0,20,103,Sul,1
26827,26827,2025-06-14,69093.99,63,106,Sul,1
26828,26828,2024-08-02,58728.0,50,104,Centro-Oeste,1
26830,26830,2025-07-05,73705.8,28,101,Nordeste,1
26831,26831,2025-02-27,111442.9,10,101,Nordeste,1
26832,26832,2024-04-27,55871.4,156,110,Sudeste,1
26833,26833,2025-01-15,56967.46,31,106,Sudeste,1
26834,26834,2025-05-01,110423.06,22,109,Norte,1
26835,26835,2024-02-08,123066.32,26,109,Sudeste,1
26836,26836,2024-11-09,131255.3,22,102,Norte,1
26837,26837,2024-12-19,130766.55,19,103,Sul,1
26838,26838,2025-03-04,75626.88,32,102,Nordeste,1
26839,26839,2024-03-28,68337.5,50,104,Sudeste,1
26841,26841,2024-09-26,84503.65,55,106,Sul,1
26842,26842,2024-05-19,45663.15,15,105,Centro-Oeste,1
26843,26843,2024-11-06,10921.99,1,104,Norte,1
26844,26844,2025-01-26,69872.4,13,102,Centro-Oeste,1
26845,26845,2025-04-01,15866.61,3,104,Norte,1
26846,26846,2024-04-03,113527.08,23,109,Sudeste,1
26847,26847,2024-12-23,63996.8,20,104,Norte,1
26848,26848,2025-01-13,38386.35,5,103,Sul,1
26850,26850,2024-06-02,224198.4,32,107,Sul,1
26851,26851,2025-06-11,12110.06,2,101,Centro-Oeste,1
26852,26852,2025-07-09,27015.48,303,105,Sul,1
26853,26853,2025-07-02,3772.71,1,104,Sul,1
26854,26854,2024-04-23,67629.69,9,103,Sudeste,1
26855,26855,2024-06-28,88231.0,26,103,Norte,1
26856,26856,2025-03-12,131092.41,23,110,Sul,1
26857,26857,2025-03-21,49191.24,84,102,Sudeste,1
26858,26858,2024-12-25,116122.11,19,109,Sudeste,1
26859,26859,2024-09-23,62564.7,11,107,Centro-Oeste,1
26860,26860,2024-09-04,74644.89,69,105,Centro-Oeste,1
26861,26861,2025-03-12,96253.08,22,107,Nordeste,1
26862,26862,2024-05-12,45729.75,75,107,Nordeste,1
26863,26863,2024-07-15,50054.68,13,101,Centro-Oeste,1
26864,26864,2024-08-26,64314.4,20,108,Sul,1
26865,26865,2024-04-09,142850.82,21,105,Nordeste,1
26866,26866,2024-12-18,86008.12,47,109,Centro-Oeste,1
26867,26867,2024-11-09,63841.68,18,108,Sudeste,1
26868,26868,2025-06-25,37866.54,37,109,Norte,1
26869,26869,2024-12-25,123672.45,15,110,Nordeste,1
26870,26870,2024-03-26,124042.64,38,102,Norte,1
26871,26871,2024-01-28,151209.37,13,101,Nordeste,1
26872,26872,2025-06-04,33835.32,12,110,Sul,1
26873,26873,2025-05-20,95518.8,18,110,Norte,1
26874,26874,2024-05-17,173536.8,24,103,Nordeste,1
26875,26875,2025-06-26,49081.05,29,110,Nordeste,1
26876,26876,2025-01-25,71778.69,27,105,Sul,1
26877,26877,2024-09-09,20603.94,7,103,Centro-Oeste,1
26878,26878,2024-08-07,140191.61,13,103,Norte,1
26879,26879,2024-09-05,43434.0,19,110,Sudeste,1
26880,26880,2024-10-27,25140.16,8,107,Centro-Oeste,1
26881,26881,2024-06-16,22704.75,3,102,Sudeste,1
26883,26883,2025-01-26,217496.4,24,106,Sul,1
26884,26884,2024-11-30,287068.47,41,110,Sudeste,1
26885,26885,2024-06-15,27514.28,4,101,Sul,1
26886,26886,2025-01-20,46219.09,17,106,Sul,1
26887,26887,2024-11-13,96429.74,22,106,Nordeste,1
26888,26888,2024-04-09,79688.91,93,110,Sudeste,1
26889,26889,2025-06-25,87399.45,15,106,Centro-Oeste,1
26890,26890,2024-08-11,87050.17,31,102,Nordeste,1
26891,26891,2024-05-21,55325.2,40,103,Centro-Oeste,1
26892,26892,2024-05-09,60025.0,125,108,Norte,1
26894,26894,2025-06-01,65169.36,24,105,Nordeste,1
26895,26895,2025-06-06,31044.24,12,109,Sul,1
26896,26896,2024-07-11,41989.86,9,104,Sul,1
26897,26897,2025-03-10,49209.52,8,105,Sudeste,1
26898,26898,2024-10-17,44546.4,15,106,Sudeste,1
26899,26899,2025-03-22,173973.1,35,106,Norte,1
26901,26901,2024-06-07,195313.3,35,110,Sudeste,1
26903,26903,2024-03-11,40095.33,11,108,Sul,1
26904,26904,2025-05-15,20933.4,4,103,Norte,1
26905,26905,2025-04-03,79506.34,37,105,Nordeste,1
26906,26906,2025-04-22,51836.76,108,102,Norte,1
26907,26907,2025-03-25,152309.85,15,102,Norte,1
26908,26908,2025-01-27,87600.64,16,102,Centro-Oeste,1
26909,26909,2024-11-01,71790.4,10,106,Norte,1
26911,26911,2025-01-03,81620.48,32,107,Sul,1
26912,26912,2025-06-17,9274.9,1,106,Sudeste,1
26913,26913,2025-06-30,49502.79,19,107,Sul,1
26914,26914,2024-04-11,88899.66,18,106,Centro-Oeste,1
26915,26915,2024-04-12,67915.5,19,101,Sul,1
26916,26916,2024-05-27,22351.92,4,108,Nordeste,1
26917,26917,2024-10-20,70815.28,38,108,Sul,1
26918,26918,2025-07-13,33132.96,12,109,Nordeste,1
26919,26919,2025-01-15,52527.4,19,105,Norte,1
26920,26920,2024-04-06,137377.44,48,108,Nordeste,1
26921,26921,2025-03-18,43695.6,6,107,Sudeste,1
26922,26922,2024-12-25,72993.79,43,106,Nordeste,1
26923,26923,2025-07-04,103094.1,27,107,Norte,1
26924,26924,2024-03-17,98595.36,24,110,Nordeste,1
26925,26925,2024-07-09,48749.6,16,104,Nordeste,1
26926,26926,2025-01-21,97445.04,33,109,Sul,1
26927,26927,2025-03-15,109701.54,54,109,Sul,1
26928,26928,2025-05-08,66170.72,7,104,Sudeste,1
26929,26929,2024-05-11,7311.05,1,109,Centro-Oeste,1
26930,26930,2024-07-23,126306.5,25,102,Nordeste,1
26931,26931,2024-07-01,160758.52,26,106,Nordeste,1
26932,26932,2024-03-09,60995.0,11,102,Norte,1
26933,26933,2025-04-28,179906.22,39,110,Centro-Oeste,1
26934,26934,2025-03-30,107443.52,16,101,Centro-Oeste,1
26935,26935,2024-11-23,76360.65,15,101,Nordeste,1
26937,26937,2025-06-27,53575.06,11,104,Sul,1
26938,26938,2025-01-20,66875.82,11,107,Sul,1
26940,26940,2024-12-19,5759.37,1,106,Nordeste,1
26941,26941,2025-02-26,53981.46,102,101,Nordeste,1
26944,26944,2024-05-26,79572.25,25,103,Norte,1
26945,26945,2025-03-13,77462.58,26,105,Sul,1
26949,26949,2024-10-05,30095.46,9,101,Sul,1
26950,26950,2024-02-08,77204.6,19,110,Nordeste,1
26951,26951,2025-01-28,127682.49,31,109,Centro-Oeste,1
26952,26952,2024-04-11,81935.28,63,103,Sul,1
26953,26953,2024-02-21,64786.59,11,105,Sudeste,1
26954,26954,2025-03-18,55351.26,111,105,Sul,1
26955,26955,2025-02-25,96914.2,10,108,Sul,1
26957,26957,2025-02-24,67766.85,123,107,Norte,1
26958,26958,2024-06-24,79030.5,15,106,Sudeste,1
26959,26959,2024-07-12,84899.0,10,109,Sudeste,1
26960,26960,2025-02-02,63927.9,30,103,Centro-Oeste,1
26961,26961,2024-05-29,47019.0,28,107,Centro-Oeste,1
26962,26962,2024-10-25,110938.75,25,105,Norte,1
26963,26963,2025-01-23,34400.52,14,109,Centro-Oeste,1
26964,26964,2025-01-24,40742.72,16,101,Nordeste,1
26966,26966,2024-02-05,2926.0,1,104,Nordeste,1
26967,26967,2024-09-11,3721.39,1,101,Nordeste,1
26968,26968,2024-11-22,46280.1,10,108,Norte,1
26969,26969,2025-04-28,90188.01,9,110,Norte,1
26970,26970,2024-06-06,79422.59,29,103,Sul,1
26971,26971,2024-09-04,95081.43,29,102,Nordeste,1
26972,26972,2025-02-04,106128.11,29,106,Centro-Oeste,1
26974,26974,2025-02-17,93668.1,10,101,Norte,1
26975,26975,2024-03-26,62420.52,86,110,Centro-Oeste,1
26976,26976,2024-10-12,108373.44,42,104,Centro-Oeste,1
26977,26977,2025-06-09,180420.66,21,109,Nordeste,1
26978,26978,2025-04-26,210141.75,21,102,Sul,1
26979,26979,2025-02-19,106823.5,23,106,Sul,1
26980,26980,2025-02-17,76439.09,7,105,Sudeste,1
26981,26981,2025-06-10,65342.97,77,107,Centro-Oeste,1
26982,26982,2024-10-21,118487.88,18,107,Nordeste,1
26983,26983,2025-06-06,120580.96,16,106,Sudeste,1
26984,26984,2024-09-26,39270.2,10,104,Centro-Oeste,1
26985,26985,2024-06-01,75956.51,29,104,Nordeste,1
26986,26986,2024-11-16,35756.5,13,110,Centro-Oeste,1
26988,26988,2025-05-30,48067.6,20,107,Centro-Oeste,1
26989,26989,2024-06-19,116619.2,16,110,Sudeste,1
26990,26990,2024-09-27,27624.63,291,105,Sul,1
26991,26991,2025-05-04,25608.45,5,107,Sudeste,1
26992,26992,2024-08-01,206208.56,29,103,Nordeste,1
26993,26993,2025-02-05,112093.8,12,108,Sul,1
26994,26994,2024-08-08,123879.8,20,108,Sul,1
26995,26995,2024-08-20,174347.14,22,105,Sudeste,1
26996,26996,2025-06-21,76282.2,30,110,Centro-Oeste,1
26998,26998,2024-07-01,104256.04,28,104,Norte,1
26999,26999,2025-06-28,183852.2,20,110,Sudeste,1
27001,27001,2025-02-07,82831.92,24,103,Norte,1
27002,27002,2024-03-18,93204.6,30,110,Norte,1
27003,27003,2025-02-01,99546.84,18,108,Norte,1
27005,27005,2024-11-12,130344.66,18,107,Sudeste,1
27114,27114,2024-10-26,63596.72,11,101,Sul,1
27006,27006,2024-11-03,57988.28,73,108,Norte,1
27007,27007,2025-03-05,65631.09,147,108,Norte,1
27008,27008,2024-03-16,32305.13,209,108,Centro-Oeste,1
27009,27009,2024-07-04,76393.92,34,104,Sudeste,1
27010,27010,2025-03-02,42999.4,20,107,Sul,1
27011,27011,2024-08-30,114558.36,42,101,Nordeste,1
27012,27012,2024-10-31,7273.94,1,106,Sudeste,1
27013,27013,2025-06-10,104240.18,22,106,Centro-Oeste,1
27014,27014,2024-07-18,27564.8,292,110,Nordeste,1
27015,27015,2024-10-20,83829.97,7,107,Sudeste,1
27016,27016,2024-07-21,70356.78,26,109,Centro-Oeste,1
27017,27017,2025-05-09,77102.2,70,107,Sul,1
27018,27018,2024-02-14,49374.94,97,102,Norte,1
27019,27019,2024-02-08,71596.48,37,109,Sudeste,1
27020,27020,2024-03-24,114954.72,24,109,Centro-Oeste,1
27021,27021,2024-01-24,43126.6,11,109,Norte,1
27022,27022,2024-06-18,76173.44,56,104,Sul,1
27023,27023,2024-03-01,145426.08,24,104,Sudeste,1
27025,27025,2025-05-11,81272.62,26,105,Nordeste,1
27027,27027,2024-06-28,90267.48,27,109,Sul,1
27028,27028,2025-07-01,20104.14,2,106,Centro-Oeste,1
27029,27029,2024-10-18,4382.84,1,109,Norte,1
27030,27030,2025-02-07,46255.3,17,101,Sudeste,1
27031,27031,2025-03-28,112430.92,28,107,Norte,1
27032,27032,2024-05-24,222246.45,45,110,Norte,1
27033,27033,2024-12-04,81148.8,10,103,Centro-Oeste,1
27034,27034,2024-06-19,85730.92,22,104,Nordeste,1
27035,27035,2025-01-03,99523.62,14,106,Nordeste,1
27036,27036,2024-02-07,145215.02,34,102,Sudeste,1
27037,27037,2025-03-08,7836.86,2,105,Centro-Oeste,1
27038,27038,2024-11-17,66611.05,55,109,Nordeste,1
27039,27039,2024-02-23,24165.05,5,104,Sul,1
27040,27040,2025-03-20,115514.91,21,109,Centro-Oeste,1
27041,27041,2025-03-26,65980.4,34,106,Nordeste,1
27042,27042,2025-07-11,86855.44,49,104,Centro-Oeste,1
27043,27043,2025-02-26,5640.14,1,107,Nordeste,1
27044,27044,2024-02-18,5801.79,1,102,Sul,1
27045,27045,2024-05-01,64242.22,23,106,Norte,1
27046,27046,2025-02-28,26725.44,6,104,Sul,1
27047,27047,2025-04-26,47544.65,19,103,Norte,1
27048,27048,2024-03-29,216899.32,22,103,Sudeste,1
